session_duration_sec,cart_value,total_lifetime_spend,total_orders,days_since_last_order,category_match,loyalty_tier_score,purchased
64.3,30.29,716.74,5,6,0,1,0
299.9,62.08,520.58,4,7,1,1,1
21.4,138.17,179.42,5,99,1,1,0
172.4,74.61,71.52,2,18,0,2,0
985.2,8.14,794.95,8,101,1,3,1
363.5,30.83,421.96,4,14,0,2,0
147.7,34.44,400.57,4,15,0,1,0
26.8,67.0,270.2,2,41,1,1,0
335.4,22.07,350.21,7,4,1,1,1
179.5,23.5,296.79,7,18,0,1,0
37.0,49.36,416.53,3,16,1,2,1
32.7,86.43,341.64,3,2,1,1,0
447.7,90.25,337.57,3,13,1,2,1
214.1,62.06,254.4,4,17,0,2,0
333.2,98.92,203.25,2,2,0,4,1
395.1,217.26,228.94,2,1,1,1,1
167.7,149.77,0.0,0,999,1,1,0
146.2,42.12,462.83,4,8,0,1,0
116.3,21.39,483.53,5,15,1,3,1
83.6,45.55,738.32,5,3,1,2,0
117.6,31.26,335.84,4,4,0,4,0
282.6,77.53,86.48,4,6,1,1,1
180.8,26.29,247.41,6,1,1,1,0
416.5,55.55,581.36,4,48,1,2,1
120.5,31.27,486.23,6,78,1,1,0
183.2,47.98,249.67,7,25,0,3,0
194.6,57.65,201.28,5,56,0,1,0
176.2,84.88,47.53,2,5,1,2,0
233.3,57.87,148.27,3,20,0,1,0
63.8,39.64,1186.11,8,6,0,1,0
144.3,93.62,125.49,2,176,0,2,0
34.8,59.87,262.66,5,2,1,2,0
102.4,42.16,533.95,5,20,0,3,0
135.4,86.21,107.65,1,4,0,1,0
205.1,67.38,437.46,3,3,0,3,0
556.2,81.87,689.09,6,44,1,1,1
180.2,113.9,171.48,5,3,1,1,0
260.0,27.37,740.64,5,1,0,1,0
142.0,208.47,235.06,2,99,1,1,0
196.0,76.64,107.4,2,7,0,1,0
28.2,26.43,323.73,6,62,0,1,0
67.8,122.82,289.6,2,101,0,1,0
95.9,36.93,225.21,5,46,0,3,0
130.1,151.37,148.76,3,4,1,2,1
23.4,28.55,133.32,2,7,1,1,0
42.2,55.64,433.33,4,7,0,1,0
73.3,94.77,303.46,4,35,1,4,1
655.6,87.03,181.39,3,7,1,2,1
87.4,72.19,164.37,3,1,0,2,0
133.4,105.9,181.31,5,21,1,4,1
54.3,43.86,546.08,6,30,1,2,1
184.8,109.57,222.17,4,21,0,1,0
74.3,38.32,315.46,5,23,1,1,0
56.7,141.61,63.04,3,21,0,1,0
145.8,40.59,267.18,3,11,0,1,0
16.0,23.54,442.14,4,103,1,1,0
16.4,87.92,562.32,4,60,0,1,0
59.5,65.34,136.88,3,13,0,2,0
21.7,72.95,697.59,5,2,0,1,0
35.6,47.69,267.79,4,65,0,2,0
89.5,79.56,248.62,2,45,1,1,0
307.0,134.11,682.92,5,3,1,1,1
167.8,70.72,724.89,5,40,1,3,1
144.4,20.54,186.92,3,20,0,1,0
77.5,58.77,161.58,3,5,1,2,0
498.2,77.02,154.29,2,43,1,2,1
106.1,147.24,184.21,2,15,0,1,0
31.4,90.52,658.71,6,80,1,1,0
187.8,34.56,329.83,3,2,1,1,0
36.8,57.07,210.99,6,91,0,1,0
91.2,93.77,497.68,5,4,0,1,0
142.5,80.67,167.29,4,2,0,2,0
388.2,83.82,674.87,6,29,1,2,1
137.5,23.83,734.78,5,31,0,1,0
233.1,87.35,360.65,3,8,1,3,1
903.5,68.01,330.95,3,69,0,3,1
40.4,89.68,120.29,4,54,0,1,0
72.8,65.36,88.0,2,11,0,2,0
105.3,53.84,66.18,1,20,0,1,0
113.6,111.27,565.41,4,51,1,2,0
110.3,78.09,441.11,7,59,1,1,0
443.7,26.56,628.95,5,53,1,2,1
240.3,63.36,66.98,2,11,0,2,0
183.5,47.99,530.3,5,48,0,1,0
81.6,44.05,485.14,4,33,0,2,0
327.5,79.85,271.74,3,25,0,1,0
573.4,65.65,718.14,6,109,1,1,1
324.9,78.91,342.23,3,30,0,2,0
15.3,101.94,328.03,4,67,0,3,0
197.1,56.3,530.07,4,46,1,1,0
24.4,99.43,257.65,4,2,1,2,0
68.6,39.74,376.52,5,11,0,2,0
26.0,114.81,90.18,1,31,0,3,0
181.6,42.09,110.97,3,19,0,3,0
223.8,29.14,347.97,4,103,1,3,0
36.9,73.91,248.54,4,29,0,3,0
102.2,57.6,266.83,5,87,1,1,0
124.7,61.95,379.95,4,8,0,1,0
97.9,26.79,314.24,5,75,1,2,0
38.2,27.75,656.08,5,26,0,3,0
112.7,47.2,219.89,3,8,1,1,0
265.4,89.27,442.17,6,17,1,1,0
28.3,48.5,147.65,1,114,0,1,0
30.0,28.12,386.39,6,106,1,3,1
93.9,115.11,74.19,2,1,0,2,0
526.7,27.44,267.91,2,13,0,2,0
213.8,63.16,974.47,7,76,0,1,0
219.4,89.61,346.07,7,2,0,2,1
95.9,45.28,538.68,4,104,1,1,0
177.1,89.48,337.17,4,17,1,1,0
16.8,139.13,76.94,3,5,1,3,0
197.0,87.38,365.39,4,12,1,2,0
455.1,56.42,391.02,3,55,1,2,1
185.7,62.18,429.39,6,213,1,3,1
387.4,13.48,458.15,5,5,0,1,0
246.7,41.55,76.56,2,34,1,1,0
38.1,14.01,388.46,3,86,0,3,0
433.9,33.01,372.85,11,76,0,1,0
27.4,59.19,225.93,7,16,1,3,0
152.4,71.1,424.09,3,66,0,2,0
42.6,80.35,133.55,1,7,0,2,0
17.1,165.16,663.14,7,33,1,1,1
113.7,21.78,101.4,3,30,0,1,0
77.9,32.15,363.91,4,51,1,1,0
134.8,69.34,419.01,3,9,1,3,1
170.0,94.26,298.82,3,33,1,1,0
23.1,38.37,274.63,6,31,0,2,0
38.6,65.82,275.52,2,3,1,1,0
162.2,72.28,662.55,5,14,1,3,1
90.7,147.41,273.17,3,8,1,3,1
250.1,23.85,784.75,6,257,1,1,1
205.2,78.89,81.98,3,154,1,1,0
351.3,95.96,239.86,3,10,0,1,0
227.3,83.8,215.76,5,55,0,2,0
116.2,122.37,257.76,2,56,0,3,0
216.2,28.19,877.53,6,91,1,1,1
73.0,12.21,704.95,5,5,1,1,0
80.8,118.25,256.31,3,37,1,1,0
295.0,46.64,605.01,7,8,0,2,1
121.4,56.55,690.35,5,36,1,1,0
303.2,61.1,341.48,3,68,1,2,0
326.1,63.98,118.79,4,3,1,2,0
365.8,101.82,220.11,6,34,1,3,1
462.2,77.29,287.45,2,26,0,2,0
116.5,22.98,202.7,3,7,0,1,0
84.1,55.85,177.43,4,9,0,2,0
172.1,71.38,115.62,1,25,0,3,0
98.5,81.72,671.8,5,65,0,2,0
180.4,53.61,281.11,6,37,1,1,0
235.1,41.29,263.43,5,1,0,1,0
224.9,105.2,684.96,5,5,0,4,1
99.5,45.96,65.14,3,71,0,2,0
47.9,86.74,690.17,5,35,0,3,0
116.3,100.59,50.21,2,1,1,3,0
42.7,68.92,226.82,7,30,1,1,0
412.5,38.25,924.67,7,7,1,3,1
91.4,77.6,261.47,5,83,0,1,0
45.2,49.95,49.21,1,5,1,1,0
19.6,201.42,389.21,3,3,0,1,0
201.8,97.17,452.43,5,34,0,1,0
197.4,95.09,196.74,3,52,0,1,0
90.0,115.01,225.7,2,11,1,2,0
28.4,14.46,751.6,6,12,1,1,0
109.9,55.95,792.96,6,15,1,2,1
82.1,111.26,213.09,6,48,0,2,0
218.5,41.3,478.65,5,10,1,1,0
182.6,20.48,540.84,5,4,1,3,1
96.6,64.73,140.57,4,13,1,1,0
59.2,32.68,198.63,2,112,1,1,0
811.7,35.42,72.46,3,19,1,1,1
123.9,53.46,322.02,5,27,1,2,0
224.8,26.15,84.72,2,48,1,1,0
42.3,51.61,371.83,4,27,1,2,0
134.7,69.65,224.21,5,36,0,1,0
20.0,175.56,612.94,5,70,0,4,0
141.7,43.62,143.0,4,16,0,2,0
613.4,54.19,1066.66,9,4,1,3,1
102.3,84.7,164.29,5,4,0,2,0
22.2,47.84,232.53,3,51,0,2,0
20.7,39.61,332.43,3,35,0,4,0
103.4,112.09,122.97,3,28,0,1,0
46.4,142.09,589.02,5,88,0,2,0
19.3,47.45,431.83,3,33,1,1,0
269.1,38.96,548.34,8,2,0,4,1
125.4,35.27,120.14,6,21,0,2,0
76.5,86.49,163.98,2,8,0,1,0
429.6,122.17,274.63,2,32,1,1,0
37.2,75.48,319.35,3,7,0,3,0
576.9,88.34,557.14,5,34,1,1,1
82.8,107.26,492.08,4,71,0,1,0
409.7,144.36,414.2,3,3,0,2,1
181.3,77.07,108.67,3,10,1,4,1
330.5,46.13,0.0,0,999,1,1,0
759.5,91.88,949.66,7,41,1,2,1
76.2,114.56,362.6,3,30,0,1,0
599.6,50.63,104.72,2,5,0,1,0
103.8,14.1,802.19,6,10,0,2,0
102.7,45.33,116.47,2,79,1,1,0
89.9,25.99,220.25,3,57,1,1,0
155.3,9.93,353.07,8,99,0,2,0
45.1,46.79,540.32,4,18,0,2,0
160.2,56.57,32.09,1,20,1,2,0
155.4,80.02,1044.64,7,10,1,1,1
273.3,87.79,250.91,4,25,0,2,0
337.9,48.71,337.22,3,59,1,3,1
119.5,83.07,220.41,6,10,0,3,0
79.8,79.24,500.53,6,5,1,1,0
69.0,78.45,75.65,3,46,1,1,0
54.0,36.54,805.15,6,39,0,1,0
25.7,92.64,468.21,6,59,0,3,0
90.5,67.18,932.46,8,46,0,1,0
71.7,57.53,545.15,4,18,0,1,0
625.9,38.66,144.59,5,6,1,3,1
161.8,47.91,432.44,5,42,1,2,0
91.8,100.8,178.56,4,70,1,1,0
171.4,82.84,86.91,3,6,1,2,0
42.0,41.17,504.32,5,25,1,1,0
120.7,64.83,139.33,4,14,1,3,0
192.1,80.68,335.81,4,25,1,4,1
135.8,42.98,228.0,5,2,1,3,0
107.5,91.72,91.41,2,15,1,2,0
931.4,17.78,351.96,4,22,1,1,1
397.1,91.24,461.0,5,6,1,2,1
190.8,87.75,102.26,5,18,1,1,0
166.7,70.76,340.4,4,7,1,1,0
189.5,52.28,214.14,2,8,1,1,0
55.5,33.65,1190.27,11,125,1,3,1
105.5,61.47,913.39,7,31,1,3,1
22.2,77.7,681.95,5,17,1,1,0
131.2,92.87,403.89,4,25,1,4,1
156.0,37.72,413.19,5,16,1,1,0
61.5,46.94,232.67,5,31,1,3,1
613.5,47.95,145.92,4,1,0,2,0
447.3,22.14,198.37,2,9,1,1,1
245.5,118.12,1287.5,9,148,0,4,1
152.2,124.67,280.84,5,4,1,2,1
382.2,35.35,230.5,7,3,1,3,1
40.2,154.95,225.31,3,23,1,1,0
296.4,53.3,80.25,4,12,0,1,0
39.0,92.07,459.82,5,26,1,1,0
299.6,88.73,105.73,4,107,0,4,0
73.1,11.19,423.08,3,5,0,2,0
392.3,63.08,532.37,4,20,0,3,0
534.0,33.85,139.75,4,47,0,2,0
44.0,15.42,156.39,4,6,1,1,0
126.8,68.53,575.79,4,41,0,1,0
728.3,84.57,251.52,2,17,0,1,0
133.9,41.64,427.39,3,32,1,3,1
373.5,65.79,317.43,5,25,1,1,0
174.9,121.49,0.0,0,999,1,2,0
99.7,53.14,500.0,5,22,1,2,1
75.6,25.51,437.02,3,6,0,1,0
55.9,97.61,110.69,3,19,1,1,0
273.2,48.2,758.74,6,46,1,2,1
103.0,39.75,267.0,4,75,1,1,0
143.9,50.82,70.03,2,33,0,2,0
137.0,49.72,159.35,2,58,1,2,0
170.0,18.9,83.54,1,24,0,2,0
376.2,72.14,63.54,3,8,0,1,0
725.9,71.36,245.04,3,43,0,1,0
109.2,51.71,520.86,5,40,0,2,0
331.3,68.1,477.62,4,1,1,1,1
275.3,87.9,32.81,1,22,1,2,0
168.4,70.75,133.95,1,91,1,3,0
577.4,38.68,209.03,5,137,0,2,1
55.3,33.43,316.73,3,21,0,1,0
35.8,168.2,91.84,1,43,0,1,0
361.3,71.81,403.2,3,1,0,1,0
119.1,55.21,150.14,6,11,0,2,0
352.9,81.99,314.32,7,43,1,1,1
417.4,41.91,143.42,4,35,0,3,0
26.6,98.15,563.23,9,36,1,2,1
401.9,48.6,448.35,7,40,1,2,1
122.1,16.35,157.6,5,19,0,2,0
143.6,57.41,434.31,5,92,1,1,0
192.3,30.84,0.0,0,999,0,3,0
484.6,53.43,89.0,3,77,1,1,1
18.5,49.18,48.62,2,3,1,1,0
131.6,76.22,0.0,0,999,0,1,0
224.5,136.98,143.15,2,12,0,1,0
245.9,92.6,113.76,2,36,1,1,0
227.3,71.7,248.09,3,2,0,1,0
41.0,65.08,162.0,4,3,1,1,0
79.0,73.14,218.4,3,2,1,1,0
95.0,127.23,179.08,4,22,1,1,0
308.7,81.29,59.57,1,18,0,1,0
73.8,16.54,840.89,6,13,0,1,0
57.6,31.87,117.99,3,20,1,1,0
583.3,108.12,244.8,3,13,0,4,1
16.6,70.69,105.91,1,68,0,1,0
1118.2,125.8,836.04,6,28,0,3,1
218.3,89.25,419.97,3,13,0,1,0
332.3,63.84,208.57,4,20,0,2,0
77.8,63.18,1140.88,8,67,1,2,1
17.6,41.55,378.48,6,18,1,1,0
256.0,52.65,409.02,3,19,0,1,0
338.4,26.76,96.35,3,14,1,1,0
257.8,35.78,183.14,4,10,0,1,0
42.7,30.53,121.08,4,21,1,1,0
267.0,58.98,294.37,5,44,1,2,1
278.7,44.44,668.0,5,16,1,2,1
208.4,20.19,122.12,3,9,0,3,0
276.5,82.13,98.46,2,36,1,1,0
351.7,47.15,240.52,5,55,1,2,0
186.2,96.24,111.42,2,1,0,1,0
31.7,79.08,224.29,10,33,0,3,0
135.4,179.58,300.4,4,76,0,2,0
29.5,59.28,1028.43,7,4,1,3,1
109.2,42.06,469.51,6,76,0,1,0
109.1,35.43,502.94,4,5,0,1,0
27.3,86.94,471.43,5,189,0,1,0
92.2,91.82,109.67,5,24,0,2,0
36.2,59.92,192.23,2,43,1,4,0
312.3,69.73,429.14,3,3,0,1,0
546.1,109.88,183.91,2,4,0,2,1
28.5,89.38,531.79,6,109,0,1,0
573.7,72.0,107.13,1,147,0,1,0
148.1,27.52,932.51,7,11,1,3,1
79.1,36.41,280.25,3,14,1,2,0
29.4,48.11,145.67,2,1,0,3,0
140.0,49.94,74.46,3,103,1,2,0
299.8,38.57,68.88,2,82,0,3,0
236.0,35.78,417.34,4,5,1,2,0
24.3,51.18,502.31,5,15,0,2,0
28.6,65.57,204.29,4,112,1,2,0
107.8,80.1,340.38,3,5,1,2,0
78.0,19.18,338.14,6,68,1,3,0
62.6,44.69,417.53,7,8,1,1,0
74.4,20.67,27.98,1,3,1,1,0
307.9,59.46,549.22,6,6,1,2,1
491.7,58.88,172.2,3,41,1,2,0
108.5,56.01,505.85,4,5,1,1,0
440.8,51.03,745.14,6,1,1,1,1
84.8,45.22,146.79,4,50,0,1,0
131.5,56.15,163.2,4,35,1,2,0
61.1,81.26,246.92,4,70,1,2,0
199.1,47.28,1050.62,11,29,1,1,1
710.2,28.56,258.11,4,2,0,1,0
181.5,69.6,65.53,1,1,0,1,0
94.7,92.17,191.04,5,51,1,1,0
202.8,27.68,381.77,6,73,0,1,0
38.6,25.03,162.31,2,53,0,1,0
410.1,27.07,1332.12,9,16,1,1,1
140.9,55.69,644.68,5,36,0,4,1
122.4,142.83,369.26,3,3,1,2,1
173.7,130.02,0.0,0,999,0,2,0
191.4,69.74,133.62,2,10,0,1,0
28.4,26.65,394.21,3,90,1,3,1
221.6,129.18,260.66,4,14,0,2,0
64.9,133.1,97.06,1,14,1,1,0
240.3,34.82,106.87,2,12,1,1,0
326.2,59.91,362.8,3,33,0,1,0
308.3,91.9,347.56,4,4,1,2,1
159.7,119.55,409.12,3,2,0,2,0
147.2,54.77,375.83,4,40,0,3,0
42.8,97.29,330.88,8,96,1,2,1
283.8,73.75,447.25,3,45,1,1,0
72.0,71.4,255.77,3,10,1,2,0
138.6,67.61,210.37,4,15,0,1,0
75.2,146.71,125.61,2,8,0,2,0
40.9,61.99,178.8,5,38,0,3,0
193.8,79.23,118.45,4,9,1,3,0
25.1,147.21,78.57,1,28,1,1,0
263.6,82.53,574.97,4,61,0,1,0
83.8,43.25,71.97,2,24,0,1,0
15.0,58.13,549.42,4,30,0,2,0
143.8,36.87,123.58,1,114,1,1,0
23.6,57.54,624.18,5,13,1,1,0
73.2,54.81,673.76,6,53,1,2,1
236.0,47.71,290.82,3,39,1,3,1
26.7,67.66,178.9,5,4,1,2,1
344.1,21.69,284.5,3,151,1,1,0
15.7,165.7,723.33,11,39,1,1,0
66.0,55.47,134.76,4,1,1,2,0
258.1,60.05,373.49,3,43,0,2,0
83.4,127.91,273.15,3,5,1,1,0
34.3,81.86,116.84,1,12,1,2,0
95.4,47.01,247.01,3,15,1,1,0
71.7,50.94,550.34,6,13,0,2,0
347.9,107.65,337.81,3,45,1,1,1
82.7,116.26,156.31,3,46,0,3,0
295.0,44.04,1040.93,8,25,0,1,1
415.4,126.17,224.17,3,28,0,2,0
117.4,22.84,336.31,3,13,1,1,0
448.3,135.85,249.56,4,1,0,3,1
100.3,74.48,667.93,6,15,0,4,0
613.8,125.25,102.63,4,1,1,1,1
31.8,86.84,422.41,3,66,1,1,0
224.1,45.74,244.59,2,34,1,2,0
137.6,57.16,0.0,0,999,0,4,0
103.3,46.76,124.21,2,7,1,2,0
195.3,38.99,647.68,5,36,1,4,1
234.0,79.83,479.2,4,7,1,3,1
15.8,18.71,78.9,1,34,0,2,0
47.9,55.1,228.34,5,23,0,1,0
239.7,64.15,256.9,6,36,1,3,1
212.6,19.27,333.86,4,43,1,2,0
623.9,73.37,365.53,3,25,0,1,1
272.7,86.66,112.88,1,23,1,2,1
557.0,79.43,336.65,4,3,1,4,1
233.2,78.76,232.88,5,15,0,1,0
78.7,65.12,204.4,4,12,0,2,0
35.0,32.49,82.48,3,33,0,2,0
289.0,9.7,171.93,4,11,0,1,0
201.0,54.17,86.63,4,9,1,4,1
23.9,45.59,323.05,3,62,0,1,0
95.3,64.07,385.88,4,58,1,2,0
580.5,37.71,890.61,6,14,1,1,1
139.9,111.06,476.64,4,3,0,1,0
117.0,22.49,156.03,3,23,1,2,0
125.1,42.09,224.05,2,20,1,3,1
57.2,52.67,151.08,7,67,0,2,0
97.8,79.98,889.2,6,26,1,2,1
98.1,80.22,799.01,8,94,1,1,1
24.7,101.58,35.56,1,22,0,1,0
277.6,93.41,508.84,6,37,1,2,0
112.0,54.71,853.68,6,22,0,1,0
325.9,97.75,260.92,2,13,1,1,0
356.9,55.09,176.58,3,1,0,1,0
57.9,21.45,286.0,4,52,0,2,0
207.8,22.95,130.96,1,77,0,2,0
130.1,51.71,274.0,2,44,0,1,0
396.9,30.93,1250.08,9,11,0,2,1
58.7,57.29,429.68,3,56,1,2,0
218.9,95.02,170.14,2,32,1,1,0
183.5,48.68,659.99,5,38,1,1,0
78.0,16.81,325.53,5,3,1,3,0
41.4,82.99,257.91,2,29,0,1,0
204.8,45.6,325.85,5,28,1,4,1
256.5,52.64,396.33,4,36,1,1,0
83.3,193.34,404.5,5,49,1,1,0
201.3,101.66,816.49,6,18,1,1,1
105.5,116.01,143.24,5,6,0,3,1
239.8,49.46,286.69,2,85,0,3,0
55.0,169.01,400.36,5,50,1,2,0
412.7,34.83,330.32,4,26,0,2,0
76.0,21.69,255.23,2,15,1,2,0
97.5,186.47,319.81,3,136,0,3,1
25.8,17.04,719.91,5,4,1,1,0
36.3,45.77,273.18,3,90,1,2,0
145.6,83.76,277.87,3,17,0,3,0
71.1,49.86,585.29,4,4,1,2,0
339.9,40.32,561.75,4,16,0,3,1
17.7,62.04,282.78,6,46,0,1,0
100.8,59.7,239.61,4,19,0,1,0
89.1,66.47,506.47,5,23,1,2,0
18.5,122.34,710.59,5,57,1,2,0
38.9,86.59,745.89,8,32,1,2,0
111.1,53.7,691.6,6,37,1,1,0
137.2,71.77,257.76,8,6,1,2,0
108.2,7.74,439.71,5,10,1,3,1
151.3,56.02,195.94,5,18,1,2,0
177.8,75.25,269.41,5,4,0,1,0
16.8,37.78,166.48,4,11,1,2,0
127.3,46.7,124.71,3,59,0,2,0
610.9,101.97,595.69,4,1,0,1,1
146.8,30.59,352.63,6,2,1,1,0
218.7,103.57,561.08,6,39,1,2,1
82.3,147.68,22.61,1,17,1,1,0
282.7,47.52,124.83,1,49,1,1,0
281.8,30.9,867.44,8,89,1,2,1
147.6,39.04,99.48,2,11,1,1,0
686.4,141.6,148.13,6,2,1,1,1
39.1,29.73,55.7,1,20,1,2,0
18.1,30.96,406.86,4,110,1,1,0
279.7,16.85,87.91,4,26,0,1,0
311.3,46.09,178.78,6,16,1,2,1
38.1,67.78,439.29,6,27,1,3,1
70.6,130.64,257.28,6,6,1,1,0
18.2,48.76,306.41,3,46,0,1,0
77.5,82.22,213.53,5,38,1,2,0
282.0,39.56,895.02,6,43,1,2,1
146.4,27.35,153.31,2,12,0,3,0
92.0,120.24,39.28,1,56,0,4,0
98.7,66.61,118.39,4,74,1,1,0
15.2,86.41,149.35,2,103,1,2,0
79.2,65.4,876.27,7,34,0,3,0
202.2,21.12,308.19,4,15,0,2,0
673.3,101.6,153.36,4,17,1,3,1
353.0,38.03,167.06,2,28,1,2,0
19.3,79.56,319.29,5,29,1,2,1
426.9,28.36,85.24,1,52,1,1,0
290.2,29.74,637.63,9,3,1,1,1
287.9,39.97,208.45,2,28,1,1,0
125.2,33.69,622.36,5,15,1,2,0
106.4,26.57,135.24,1,59,0,1,0
80.0,183.64,465.47,4,15,1,3,1
27.2,60.52,132.31,2,21,1,1,0
61.6,19.45,391.5,5,9,0,1,0
66.0,27.52,620.58,6,12,1,1,0
134.1,35.18,291.47,6,27,0,4,0
262.7,43.92,444.92,4,19,0,4,1
130.6,90.14,626.84,6,8,0,2,0
25.7,67.8,737.4,7,22,0,1,0
584.7,59.55,316.66,5,6,1,1,1
529.8,22.25,0.0,0,999,0,4,0
291.8,81.27,45.71,1,85,1,2,0
869.6,21.34,357.28,8,9,1,2,1
156.5,52.45,119.91,1,2,1,3,0
607.3,70.61,346.71,5,86,1,2,1
29.2,72.12,453.99,5,13,1,1,0
96.9,65.06,116.11,2,7,1,2,0
61.0,66.76,151.98,3,83,1,1,0
54.2,63.46,485.53,4,71,0,2,0
42.3,24.52,616.22,5,2,1,4,0
190.3,23.71,514.87,4,8,1,2,0
288.6,95.69,393.23,3,55,1,2,1
170.4,96.52,73.48,1,11,1,1,0
43.6,29.49,375.5,3,37,0,1,0
315.0,65.68,259.89,4,2,0,1,0
196.9,73.91,53.65,2,61,1,2,0
103.4,59.6,548.07,5,19,0,2,0
216.8,103.94,366.92,8,21,1,2,1
69.2,44.81,78.69,1,55,0,3,0
91.2,47.33,41.3,1,20,1,2,0
464.1,104.6,212.7,3,4,0,1,0
76.8,24.99,0.0,0,999,0,1,0
129.3,93.52,598.26,6,21,1,1,0
412.5,133.93,157.03,4,20,0,1,0
236.4,80.13,1143.15,10,8,0,1,0
26.6,56.83,130.22,1,6,1,2,0
43.7,25.67,83.26,2,50,1,1,0
16.4,65.48,233.47,2,32,1,1,0
194.4,37.1,456.93,5,1,1,1,0
121.9,49.55,295.66,3,60,0,3,0
41.0,73.22,1136.59,8,5,0,2,1
585.3,33.95,74.26,3,44,1,2,1
150.8,28.25,206.09,2,4,0,1,0
64.8,42.21,152.97,5,117,1,3,0
140.0,125.37,367.94,3,76,1,1,0
219.9,74.09,136.5,1,7,0,1,0
29.3,36.77,218.74,7,1,0,2,0
72.8,39.27,70.08,3,3,0,2,0
311.1,112.51,576.95,4,55,1,1,1
125.8,23.58,280.9,2,3,1,3,0
157.4,123.87,700.44,5,50,1,1,1
117.1,33.17,710.8,5,57,1,1,0
23.1,120.95,85.01,1,13,1,2,0
47.6,95.32,147.0,1,44,1,4,0
121.2,30.65,544.0,4,57,0,1,0
57.2,86.97,261.57,8,50,0,1,0
24.2,20.16,251.3,2,7,0,1,0
349.0,106.31,563.09,5,20,1,1,1
730.2,30.19,149.73,4,3,0,2,1
298.6,106.46,231.86,2,25,1,1,0
361.1,24.56,664.32,8,20,1,1,1
64.9,31.46,261.99,2,77,1,2,0
597.2,141.86,505.77,4,1,1,1,1
54.5,78.77,855.02,6,25,0,4,0
559.5,33.44,59.57,2,44,0,2,0
962.3,69.47,673.99,6,21,1,1,1
238.9,68.53,345.1,5,9,0,1,0
729.8,51.19,241.76,2,31,0,2,0
166.7,68.14,196.67,2,143,1,1,0
69.1,113.26,168.85,2,2,1,2,0
118.4,93.78,102.75,5,8,1,2,0
177.1,80.86,494.66,5,23,1,4,1
28.7,32.84,373.25,5,30,0,1,0
190.3,24.37,442.6,7,33,1,2,1
730.1,56.57,891.24,6,3,0,2,1
53.0,95.01,222.1,2,5,0,1,0
298.2,14.99,270.56,3,96,1,2,0
444.3,43.86,531.74,4,3,0,2,0
532.9,77.7,247.61,5,18,0,1,0
595.0,122.48,402.35,4,29,1,1,1
147.7,10.92,395.76,3,13,1,1,0
696.4,56.34,108.2,3,10,1,2,1
269.9,41.99,202.77,4,12,1,4,1
46.7,59.6,122.97,4,11,0,2,0
131.6,80.99,596.07,4,16,1,1,0
243.1,18.88,95.52,1,5,1,1,0
66.1,31.88,334.53,4,64,0,1,0
199.2,34.36,383.98,6,47,0,2,0
212.7,47.29,235.29,3,2,1,3,1
47.0,109.33,604.31,5,48,1,1,0
164.9,30.12,556.69,4,58,1,1,0
280.8,38.38,134.57,4,84,0,1,0
139.4,23.83,176.86,3,32,1,2,0
17.2,47.55,0.0,0,999,1,2,0
16.6,50.36,153.23,2,47,0,1,0
94.5,52.83,444.81,5,1,1,1,0
484.1,199.32,113.77,1,55,0,2,1
61.7,94.53,401.51,3,29,1,2,0
196.1,57.84,361.91,4,35,1,1,0
60.2,80.19,250.62,3,71,0,2,0
84.9,40.71,379.39,4,1,1,1,0
354.1,176.62,812.96,6,4,0,1,1
249.9,97.08,625.87,6,28,1,1,1
33.0,89.32,489.43,4,18,0,3,0
115.8,124.86,567.67,5,18,1,1,0
20.3,151.59,420.17,3,13,0,2,0
133.0,30.62,0.0,0,999,0,1,0
210.5,116.22,321.78,5,4,1,1,1
37.7,76.68,1048.54,8,25,1,1,0
76.4,70.22,242.3,3,21,1,3,0
106.3,140.58,520.56,4,27,1,3,1
468.6,32.39,550.99,4,2,1,1,1
914.8,58.45,218.17,2,37,0,1,1
23.3,53.73,340.36,3,1,0,2,0
272.6,76.02,76.69,2,25,0,1,0
98.7,78.12,62.1,1,11,0,3,0
104.7,113.47,462.53,5,13,1,2,0
267.6,61.64,40.91,2,45,1,3,1
466.1,147.36,520.58,4,140,0,1,0
557.6,81.15,136.06,2,22,1,2,1
169.9,30.23,456.17,4,37,0,1,0
94.5,41.38,480.03,4,10,0,1,0
293.8,89.15,273.75,3,27,0,1,0
67.0,77.93,368.19,3,4,1,1,0
164.5,75.31,543.57,5,63,0,1,0
94.9,160.12,133.56,2,20,1,2,0
207.4,106.57,378.3,3,15,0,1,0
64.5,46.63,513.44,5,24,0,1,0
53.3,54.69,244.96,6,81,1,1,0
465.7,45.07,602.34,5,50,0,2,1
34.3,34.67,539.52,5,6,1,2,0
141.9,166.71,285.02,5,48,0,1,0
59.9,77.53,517.83,4,17,1,1,0
22.1,27.18,137.24,2,17,1,2,0
21.6,139.13,183.71,2,47,1,1,0
49.7,37.82,0.0,0,999,0,1,0
377.8,69.47,342.5,3,3,0,1,0
74.8,63.35,668.87,7,10,0,1,0
555.9,21.81,324.55,4,74,0,1,0
171.8,15.61,113.21,5,30,0,1,0
118.3,95.22,98.93,1,66,1,1,0
171.2,120.68,302.72,3,12,1,3,1
145.9,72.14,217.8,5,39,0,1,0
271.0,229.71,126.4,2,51,0,1,0
74.8,39.83,402.73,3,7,1,3,1
93.4,18.25,639.74,7,1,1,2,0
419.1,78.95,382.8,5,34,0,4,1
541.9,31.82,708.38,5,29,1,2,1
